,Comment,Date
94,Please explain why we have to renovate 5L/23R which is 30 years old. The concrete has deteriorated that much? And will the RDU-LHR flight (or RDU-CDG for that matter) be able to take offon the shorter 5R/23L on hot summer afternoons?,2/2/2016
95,"Clean transportation to the rental car area and extended to on site hotels would be great. Sustaining current lakes, parks, trails, nature on the property and even expanding them as a keycomponent andattraction is very important. Expansion into unused areas and undeveloped tracts makes sense but not at the expense of existing parks!",2/19/2016
96,"Is there a plan to add a ""Global Entry"" office at RDU?",2/22/2016
97,Please consider a rail connection from the airport to Durham and Raleigh in your long range plans.,3/4/2016
98,Why are there no adjacent landowners serving on your PAC Board? We are very much stakeholders in anything that happens at RDU.When are the next public hearings scheduled?The bike trails continue to be built on the RDU property...For the past two weekends I have observed chainsaws. and many bikers who appear to have been working in your woods.. I have alsoobserved a bike trail development company parked close to these trails.,4/7/2016
99,I hope that RDU is looking at environmentally friendly options like these airports - http://aviation.about.com/od/Facilities/tp/6-Eco-Friendly-Airports.htm. Perhaps there might be places for suchas electric vehicle charging stations in long term lots (http://cleantechnica.com/2015/08/19/portland-airport-gets-record-number-of-ev-charging-stations/) and green shuttles(http://www.solarevco.com/content/page/america%E2%80%99s-first-solar-electric-shuttle). I'd love to see a more aggressive recycling program http://aviation.about.com/od/Facilities/tp/airport-waste-management-5-ways-to-be-eco-friendly.htm. Another option or vegetative green roofs (http://www.flychicago.com/OHare/EN/AboutUs/Sustainability/Vegetated-Roofs.aspx) or solar roofs(https://www.faa.gov/airports/environmental/policy_guidance/media/airport-solar-guide.pdf). Thanks.,4/27/2016
100,I think rdu should have some connection between terminal 1 and 2 past security. For passenger to easily connect to airlines in other terminals and so passengers and employees can enjoy thefood and shopping in both terminals without the hassle of going through security again.,5/2/2016
101,"Dear Raleigh-Durham Airport Authority,I just found out about the existence of the Master Plan - Vision 2040 for RDU and I am really excited to participate to the debate, from a deeply individualistic perspective.I would bring two points to your attention, both really simple and both arising from personal needs:First: would you consider opening new routes towards Italy, possibly Rome?Second: if Ryanair is trying to making it to the US, RDU would probably be a perfect choice. As a frequent flier, Ryanair would surely be my first choice too. Would you consider attracting thecompany to RDU?Thank you very much for your time and consideration.",5/2/2016
102,"Planning should include a light rail line running through the airport such as exists at ATL, ORD, DCA or JFK.",5/5/2016
103,Will any footprint be available for tail tracks of a possible passenger rail spur into the terminal complex?,5/8/2016
104,"RDU needs a third runway and LOTS more space for its privately owned companies to operate. Especially with the upcoming, multi year closure of 23r/5l, RDU will be a madhouse.",5/27/2016
105,"As a relatively frequent business flier from RDU, one thing that has worked well for more than 10 years is airport parking--in that period I NEVER had difficulty finding an on-site parking place.However, the recent ""improvements"" added, with three tiers of parking left me almost missing my plane when i and many others were surprised to arrive and find the ""entire deck full"" and had tospend nearly 30 minutes going to and returning from ""economy"". I am puzzled as to how such an event could happen, and why the changes were necessary. In thinking about the future on-siteparking is critical.",5/30/2016
